bioguide_id,first_name,last_name,state_code,state_name,district_number,district_code,district_ordinal,party,chamber,title,title_short,website
S000051,Mark,Sanford,SC,South Carolina,1,SC01,1st,REPUBLICAN,HOUSE,Representative,Rep.,https://sanford.house.gov
S000148,Charles E.,Schumer,NY,New York,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.schumer.senate.gov/
S000185,Robert,Scott,VA,Virginia,3,VA03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,http://bobbyscott.house.gov
S000244,F. James,Sensenbrenner,WI,Wisconsin,5,WI05,5th,REPUBLICAN,HOUSE,Representative,Rep.,http://sensenbrenner.house.gov
S000248,José,Serrano,NY,New York,15,NY15,15th,DEMOCRAT,HOUSE,Representative,Rep.,https://serrano.house.gov
S000250,Pete,Sessions,TX,Texas,32,TX32,32nd,REPUBLICAN,HOUSE,Representative,Rep.,https://sessions.house.gov
S000320,Richard C.,Shelby,AL,Alabama,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.shelby.senate.gov/
S000344,Brad,Sherman,CA,California,30,CA30,30th,DEMOCRAT,HOUSE,Representative,Rep.,http://sherman.house.gov
S000364,John,Shimkus,IL,Illinois,15,IL15,15th,REPUBLICAN,HOUSE,Representative,Rep.,https://shimkus.house.gov
S000480,Louise,Slaughter,NY,New York,25,NY25,25th,DEMOCRAT,HOUSE,Representative,Rep.,https://louise.house.gov
S000510,Adam,Smith,WA,Washington,9,WA09,9th,DEMOCRAT,HOUSE,Representative,Rep.,https://adamsmith.house.gov
S000522,Christopher,Smith,NJ,New Jersey,4,NJ04,4th,REPUBLICAN,HOUSE,Representative,Rep.,http://chrissmith.house.gov
S000583,Lamar,Smith,TX,Texas,21,TX21,21st,REPUBLICAN,HOUSE,Representative,Rep.,http://lamarsmith.house.gov
S000770,Debbie,Stabenow,MI,Michigan,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.stabenow.senate.gov/
S001141,Jeff,Sessions,AL,Alabama,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.sessions.senate.gov/
S001145,Janice,Schakowsky,IL,Illinois,9,IL09,9th,DEMOCRAT,HOUSE,Representative,Rep.,https://schakowsky.house.gov
S001148,Michael,Simpson,ID,Idaho,2,ID02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://simpson.house.gov
S001150,Adam,Schiff,CA,California,28,CA28,28th,DEMOCRAT,HOUSE,Representative,Rep.,http://schiff.house.gov
S001154,Bill,Shuster,PA,Pennsylvania,9,PA09,9th,REPUBLICAN,HOUSE,Representative,Rep.,https://shuster.house.gov
S001156,Linda,Sánchez,CA,California,38,CA38,38th,DEMOCRAT,HOUSE,Representative,Rep.,https://lindasanchez.house.gov
S001157,David,Scott,GA,Georgia,13,GA13,13th,DEMOCRAT,HOUSE,Representative,Rep.,http://davidscott.house.gov
S001165,Albio,Sires,NJ,New Jersey,8,NJ08,8th,DEMOCRAT,HOUSE,Representative,Rep.,https://sires.house.gov
S001168,John,Sarbanes,MD,Maryland,3,MD03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://sarbanes.house.gov
S001170,Carol,Shea-Porter,NH,New Hampshire,1,NH01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://shea-porter.house.gov
S001172,Adrian,Smith,NE,Nebraska,3,NE03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://adriansmith.house.gov
S001175,Jackie,Speier,CA,California,14,CA14,14th,DEMOCRAT,HOUSE,Representative,Rep.,https://speier.house.gov
S001176,Steve,Scalise,LA,Louisiana,1,LA01,1st,REPUBLICAN,HOUSE,Representative,Rep.,http://scalise.house.gov
S001177,Gregorio,Sablan,MP,Northern Mariana Islands,0,MP00,At-Large,DEMOCRAT,HOUSE,Representative,Rep.,http://sablan.house.gov
S001180,Kurt,Schrader,OR,Oregon,5,OR05,5th,DEMOCRAT,HOUSE,Representative,Rep.,http://schrader.house.gov
S001181,Jeanne,Shaheen,NH,New Hampshire,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.shaheen.senate.gov
S001183,David,Schweikert,AZ,Arizona,6,AZ06,6th,REPUBLICAN,HOUSE,Representative,Rep.,https://schweikert.house.gov
S001184,Tim,Scott,SC,South Carolina,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.scott.senate.gov/
S001185,Terri,Sewell,AL,Alabama,7,AL07,7th,DEMOCRAT,HOUSE,Representative,Rep.,https://sewell.house.gov
S001187,Steve,Stivers,OH,Ohio,15,OH15,15th,REPUBLICAN,HOUSE,Representative,Rep.,http://stivers.house.gov
S001189,Austin,Scott,GA,Georgia,8,GA08,8th,REPUBLICAN,HOUSE,Representative,Rep.,https://austinscott.house.gov
S001190,Bradley,Schneider,IL,Illinois,10,IL10,10th,DEMOCRAT,HOUSE,Representative,Rep.,https://schneider.house.gov
S001191,Kyrsten,Sinema,AZ,Arizona,9,AZ09,9th,DEMOCRAT,HOUSE,Representative,Rep.,https://sinema.house.gov
S001192,Chris,Stewart,UT,Utah,2,UT02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://stewart.house.gov
S001193,Eric,Swalwell,CA,California,15,CA15,15th,DEMOCRAT,HOUSE,Representative,Rep.,https://swalwell.house.gov
S001194,Brian,Schatz,HI,Hawaii,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.schatz.senate.gov
S001195,Jason,Smith,MO,Missouri,8,MO08,8th,REPUBLICAN,HOUSE,Representative,Rep.,https://jasonsmith.house.gov
S001196,Elise,Stefanik,NY,New York,21,NY21,21st,REPUBLICAN,HOUSE,Representative,Rep.,https://stefanik.house.gov
S001197,Ben,Sasse,NE,Nebraska,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.sasse.senate.gov
S001198,Daniel,Sullivan,AK,Alaska,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.sullivan.senate.gov
S001199,Lloyd,Smucker,PA,Pennsylvania,16,PA16,16th,REPUBLICAN,HOUSE,Representative,Rep.,https://smucker.house.gov
S001200,Darren,Soto,FL,Florida,9,FL09,9th,DEMOCRAT,HOUSE,Representative,Rep.,https://soto.house.gov
S001201,Thomas,Suozzi,NY,New York,3,NY03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://suozzi.house.gov
T000193,Bennie,Thompson,MS,Mississippi,2,MS02,2nd,DEMOCRAT,HOUSE,Representative,Rep.,https://benniethompson.house.gov
T000238,Mac,Thornberry,TX,Texas,13,TX13,13th,REPUBLICAN,HOUSE,Representative,Rep.,http://thornberry.house.gov
T000250,John,Thune,SD,South Dakota,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.thune.senate.gov/
T000460,Mike,Thompson,CA,California,5,CA05,5th,DEMOCRAT,HOUSE,Representative,Rep.,http://mikethompson.house.gov
T000461,Patrick J.,Toomey,PA,Pennsylvania,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.toomey.senate.gov/
T000462,Patrick,Tiberi,OH,Ohio,12,OH12,12th,REPUBLICAN,HOUSE,Representative,Rep.,http://tiberi.house.gov
T000463,Michael,Turner,OH,Ohio,10,OH10,10th,REPUBLICAN,HOUSE,Representative,Rep.,https://turner.house.gov
T000464,Jon,Tester,MT,Montana,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.tester.senate.gov/
T000465,Niki,Tsongas,MA,Massachusetts,3,MA03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://tsongas.house.gov
T000467,Glenn,Thompson,PA,Pennsylvania,5,PA05,5th,REPUBLICAN,HOUSE,Representative,Rep.,http://thompson.house.gov
T000468,Dina,Titus,NV,Nevada,1,NV01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://titus.house.gov
T000469,Paul,Tonko,NY,New York,20,NY20,20th,DEMOCRAT,HOUSE,Representative,Rep.,https://tonko.house.gov
T000470,Scott,Tipton,CO,Colorado,3,CO03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://tipton.house.gov
T000472,Mark,Takano,CA,California,41,CA41,41st,DEMOCRAT,HOUSE,Representative,Rep.,https://takano.house.gov
T000474,Norma,Torres,CA,California,35,CA35,35th,DEMOCRAT,HOUSE,Representative,Rep.,https://torres.house.gov
T000475,David,Trott,MI,Michigan,11,MI11,11th,REPUBLICAN,HOUSE,Representative,Rep.,https://trott.house.gov
T000476,Thom,Tillis,NC,North Carolina,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.tillis.senate.gov
T000477,Scott,Taylor,VA,Virginia,2,VA02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://taylor.house.gov
T000478,Claudia,Tenney,NY,New York,22,NY22,22nd,REPUBLICAN,HOUSE,Representative,Rep.,https://tenney.house.gov
U000031,Fred,Upton,MI,Michigan,6,MI06,6th,REPUBLICAN,HOUSE,Representative,Rep.,http://upton.house.gov
U000039,Tom,Udall,NM,New Mexico,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.tomudall.senate.gov
V000081,Nydia,Velázquez,NY,New York,7,NY07,7th,DEMOCRAT,HOUSE,Representative,Rep.,https://velazquez.house.gov
V000108,Peter,Visclosky,IN,Indiana,1,IN01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://visclosky.house.gov
V000128,Chris,Van Hollen,MD,Maryland,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.vanhollen.senate.gov
V000129,David,Valadao,CA,California,21,CA21,21st,REPUBLICAN,HOUSE,Representative,Rep.,http://valadao.house.gov
V000130,Juan,Vargas,CA,California,51,CA51,51st,DEMOCRAT,HOUSE,Representative,Rep.,http://vargas.house.gov
V000131,Marc,Veasey,TX,Texas,33,TX33,33rd,DEMOCRAT,HOUSE,Representative,Rep.,http://veasey.house.gov
V000132,Filemon,Vela,TX,Texas,34,TX34,34th,DEMOCRAT,HOUSE,Representative,Rep.,https://vela.house.gov
W000187,Maxine,Waters,CA,California,43,CA43,43rd,DEMOCRAT,HOUSE,Representative,Rep.,https://waters.house.gov
W000437,Roger F.,Wicker,MS,Mississippi,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.wicker.senate.gov
W000779,Ron,Wyden,OR,Oregon,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.wyden.senate.gov/
W000791,Greg,Walden,OR,Oregon,2,OR02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,https://walden.house.gov
W000795,Joe,Wilson,SC,South Carolina,2,SC02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://joewilson.house.gov
W000797,Debbie,Wasserman Schultz,FL,Florida,23,FL23,23rd,DEMOCRAT,HOUSE,Representative,Rep.,https://wassermanschultz.house.gov
W000798,Tim,Walberg,MI,Michigan,7,MI07,7th,REPUBLICAN,HOUSE,Representative,Rep.,http://walberg.house.gov
W000799,Timothy,Walz,MN,Minnesota,1,MN01,1st,DEMOCRAT,HOUSE,Representative,Rep.,https://walz.house.gov
W000800,Peter,Welch,VT,Vermont,0,VT00,At-Large,DEMOCRAT,HOUSE,Representative,Rep.,https://welch.house.gov
W000802,Sheldon,Whitehouse,RI,Rhode Island,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.whitehouse.senate.gov/
W000804,Robert,Wittman,VA,Virginia,1,VA01,1st,REPUBLICAN,HOUSE,Representative,Rep.,http://wittman.house.gov
W000805,Mark R.,Warner,VA,Virginia,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.warner.senate.gov
W000806,Daniel,Webster,FL,Florida,11,FL11,11th,REPUBLICAN,HOUSE,Representative,Rep.,http://webster.house.gov
W000808,Frederica,Wilson,FL,Florida,24,FL24,24th,DEMOCRAT,HOUSE,Representative,Rep.,https://wilson.house.gov
W000809,Steve,Womack,AR,Arkansas,3,AR03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://womack.house.gov
W000810,Rob,Woodall,GA,Georgia,7,GA07,7th,REPUBLICAN,HOUSE,Representative,Rep.,https://woodall.house.gov
W000812,Ann,Wagner,MO,Missouri,2,MO02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://wagner.house.gov
W000813,Jackie,Walorski,IN,Indiana,2,IN02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://walorski.house.gov
W000814,Randy,Weber,TX,Texas,14,TX14,14th,REPUBLICAN,HOUSE,Representative,Rep.,http://weber.house.gov
W000815,Brad,Wenstrup,OH,Ohio,2,OH02,2nd,REPUBLICAN,HOUSE,Representative,Rep.,http://wenstrup.house.gov
W000816,Roger,Williams,TX,Texas,25,TX25,25th,REPUBLICAN,HOUSE,Representative,Rep.,http://williams.house.gov
W000817,Elizabeth,Warren,MA,Massachusetts,,,,DEMOCRAT,SENATE,Senator,Sen.,http://www.warren.senate.gov
W000819,Mark,Walker,NC,North Carolina,6,NC06,6th,REPUBLICAN,HOUSE,Representative,Rep.,https://walker.house.gov
W000820,Mimi,Walters,CA,California,45,CA45,45th,REPUBLICAN,HOUSE,Representative,Rep.,https://walters.house.gov
W000821,Bruce,Westerman,AR,Arkansas,4,AR04,4th,REPUBLICAN,HOUSE,Representative,Rep.,https://westerman.house.gov
W000822,Bonnie,Watson Coleman,NJ,New Jersey,12,NJ12,12th,DEMOCRAT,HOUSE,Representative,Rep.,https://watsoncoleman.house.gov
Y000033,Don,Young,AK,Alaska,0,AK00,At-Large,REPUBLICAN,HOUSE,Representative,Rep.,http://donyoung.house.gov
Y000062,John,Yarmuth,KY,Kentucky,3,KY03,3rd,DEMOCRAT,HOUSE,Representative,Rep.,https://yarmuth.house.gov
Y000063,Kevin,Yoder,KS,Kansas,3,KS03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://yoder.house.gov
Y000064,Todd,Young,IN,Indiana,,,,REPUBLICAN,SENATE,Senator,Sen.,http://www.young.senate.gov
Y000065,Ted,Yoho,FL,Florida,3,FL03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,http://yoho.house.gov
Y000066,David,Young,IA,Iowa,3,IA03,3rd,REPUBLICAN,HOUSE,Representative,Rep.,https://davidyoung.house.gov
Z000017,Lee,Zeldin,NY,New York,1,NY01,1st,REPUBLICAN,HOUSE,Representative,Rep.,https://zeldin.house.gov
Z000018,Ryan,Zinke,MT,Montana,0,MT00,At-Large,REPUBLICAN,HOUSE,Representative,Rep.,https://zinke.house.gov
